Depth,OG,1,2,3,4
14.0,96.6625,-0.3611896008503584,-0.014283053187217275,0.3870380465788396,0.2424134733172549
14.5,97.9684,-0.3627388228662821,-0.022427519914046422,0.3307992428419085,0.11336053816937498
15.0,103.5141,-0.35136990113485733,0.005146305589928243,0.3216891103565962,-0.1399510143329575
15.5,106.8784,-0.3329270326157308,0.058760237297293405,0.401939219533047,-0.12438641821089114
16.0,103.8073,-0.35327475145274634,0.020014526023120316,0.34511531671861395,-0.17559916119817695
16.5,103.4518,-0.3415921626760177,0.03485088762853306,0.3205614072855288,-0.26530881190099626
17.0,104.4596,-0.332028654345712,0.061841549904563045,0.35020920494275876,0.0157108915039874
17.5,100.6652,-0.36113200025107345,-0.009946241667964213,0.1918109133425859,-0.03358792595898856
18.0,96.0559,-0.3322063488594456,0.03386518661573632,0.15801030831361984,-0.04104401194488189
18.5,94.7295,-0.32878086375081816,0.04992540610977143,0.16360795302107378,0.225366241132534
19.0,94.8475,-0.35232719179291555,-0.01461086883345128,0.005391597715433445,0.3160708204430289
19.5,98.3359,-0.3387931216747181,-0.013394264873600029,-0.14445172660580802,0.17670250878956564
20.0,105.9432,-0.3081070453686274,0.052410302437555525,-0.127473157830121,0.07891557578081201
20.5,107.5572,-0.3024096067237399,0.07321167579110914,-0.11202319484962497,0.21399815904665018
21.0,99.0833,-0.3110439082749888,0.04171822584653001,-0.21290639596684824,0.21745750526804428
21.5,94.1112,-0.2956243383982311,0.061889579492474936,-0.25644158462423905,0.17341146893667608
22.0,97.6294,-0.27952512614582303,0.09562824159745902,-0.26115008841370585,0.15630773397800313
22.5,101.0627,-0.2692710654015361,0.11594979691360462,-0.2718970957493163,0.1086947131158863
23.0,99.5673,-0.2602108267506384,0.13259290634116666,-0.2890159704798422,-0.04430190338602942
23.5,100.2157,-0.23684767705991777,0.18502307647505897,-0.22929119596398728,-0.008275385347929402
24.0,103.2248,-0.24457695181592562,0.17056092752477794,-0.2639816948976731,-0.014881895576536795
24.5,103.6322,-0.22438093360933942,0.2040085713878569,-0.26608719555797966,-0.1867031682838294
25.0,107.5101,-0.20415964491822033,0.2576787451413927,-0.1848056606350382,-0.1811741409566228
25.5,110.175,-0.19870182247382842,0.278173109462404,-0.12778571344925788,-0.2223414011136426
26.0,107.1033,-0.18088239664579217,0.32278196903371464,-0.028251843820870613,-0.2085884054066696
26.5,107.8329,-0.1983629128146552,0.2920240911413992,-0.027654289098992126,-0.21865475618477528
27.0,110.1781,-0.17365080907976546,0.33681585952724186,0.03294820840622423,-0.4099340023558271
27.5,104.4026,-0.15148348477792112,0.40732286386243893,0.2193713103104984,-0.10181298555233921
28.0,95.3345,-0.19291325548946542,0.3230933848243125,0.17174001490620597,0.12894958238182871
28.5,92.1509,-0.18552347188696747,0.3138797420947035,0.10106593573868519,-0.002109880905195885
29.0,92.5131,-0.15764547796712836,0.3813912028856541,0.20243502325443594,-0.008604910368304505
29.5,91.1482,-0.1620353954891863,0.3884323835845789,0.2908433763146685,0.1407220733314494
30.0,88.6648,-0.18111900939537043,0.33934615708192456,0.23970785009607762,0.05079437632796785
30.5,86.8517,-0.16309332160370488,0.37164333102197444,0.3008555296383024,0.00948830032555401
31.0,83.6316,-0.1667780086805885,0.37633919263145466,0.37160980210504063,0.24393754243667976
31.5,82.8775,-0.18844530503092183,0.31943763927975977,0.3025534786802983,0.3934272658148019
32.0,83.7588,-0.1886532070884165,0.30399726623539963,0.24631297793860246,0.40858740106463315
32.5,81.965,-0.1791147777682745,0.32244089939922277,0.25252075322851325,0.6396406494506768
33.0,80.2675,-0.19543745669120774,0.28169808487784925,0.15939309648822775,0.6929309727264236
33.5,80.1091,-0.17326550758078307,0.31664146569457136,0.14776648084761312,0.48204135648832136
34.0,85.6946,-0.15467347224195688,0.3745704056736614,0.27871209948329734,0.5863471048279877
34.5,91.5194,-0.16537566280909427,0.3564819529111121,0.31256418566463756,0.529445431916911
35.0,91.3616,-0.16678522210318192,0.3528732086806375,0.3524651554085467,0.6237813854953193
35.5,97.2829,-0.17376333890557552,0.33499070472835296,0.3607247284166707,0.7889349089126413
36.0,108.5706,-0.18064319863584768,0.3113380766795745,0.3105173795394389,0.6940061426620923
36.5,111.5268,-0.17359534258097012,0.3215371444659781,0.29818284578320414,0.6526188239120854
37.0,109.615,-0.16464070281408438,0.3403198572218441,0.31234795215165057,0.402480857743282
37.5,112.8298,-0.1539537124381691,0.3762483839574585,0.4115136949127744,0.49634232368219317
38.0,116.0006,-0.17955626136163538,0.3186659379176653,0.3609829769206246,0.6219969745406901
38.5,117.3131,-0.1859972554212581,0.28852580044927006,0.28617159295173966,0.5632153808477698
39.0,122.8666,-0.17293950535896424,0.3103646117177354,0.2814854350450589,0.46836061002740287
39.5,130.1098,-0.1644290021128624,0.3366280307490813,0.34228703125292004,0.5535298390846325
40.0,132.1068,-0.18431025918729757,0.2915725699688465,0.27580776166099596,0.4092007426861777
40.5,132.1531,-0.169154536923939,0.3128937890124198,0.27339593588198285,0.12512878270397518
41.0,128.1785,-0.15311550196327103,0.36075497134341916,0.38890284366973465,0.2481461443515377
41.5,118.5207,-0.19107002939784032,0.27814945375113986,0.29497497140637935,0.09697966145535042
42.0,111.4001,-0.16911203869920652,0.30780290553926676,0.31207019744122244,0.14660256016748763
42.5,112.02,-0.19109804846231757,0.2661035384680383,0.2626092702353077,0.3354135917542726
43.0,117.6641,-0.20426185855034396,0.21489273302119713,0.11171901672234583,0.20259525677443285
43.5,124.9119,-0.19534831289483157,0.22136166390798764,0.03196796922467194,0.20261353146160252
44.0,129.4405,-0.1655035704525416,0.28244123931479587,0.07485520802844067,-0.06654068130212791
44.5,127.401,-0.15021363333765136,0.34223943501040993,0.24241636637911818,0.12673895392715057
45.0,121.5096,-0.19240074356870293,0.24735402159181066,0.16505984787678324,0.1310679989470705
45.5,120.322,-0.17665103488857314,0.26505593790271387,0.1988723871545173,0.30045837347167625
46.0,125.4367,-0.19051162168936558,0.23408189340582194,0.15755835471433882,0.26777719126764976
46.5,128.1895,-0.18008060941268336,0.2489790026926284,0.17380355455580826,0.15594274520532414
47.0,125.5868,-0.17207510434125944,0.2689129278852243,0.21511525103691573,0.01200251534278263
47.5,125.2127,-0.17271821923606198,0.27717019981194946,0.30389253632315616,0.21307774201094495
48.0,125.3735,-0.20953207040095556,0.18753288064344603,0.19376197776141776,0.39648846040329333
48.5,121.001,-0.21826868861290105,0.14010834843197423,0.04925032377637719,0.2639362830178409
49.0,122.3197,-0.20308081507423212,0.1656002302535669,0.03952396022744426,0.23223736118348512
49.5,126.5734,-0.17516868930409335,0.2287569859168419,0.12483630963197048,0.07954698270085693
50.0,130.5125,-0.18919043555279683,0.21753785376499188,0.19021045067283052,0.14063174072983528
50.5,137.0151,-0.20833280483210037,0.16358206391728886,0.13429641435435363,0.1514137135486374
51.0,140.8595,-0.19785025551853158,0.17651164754463433,0.13519038640657569,0.15624676585934247
51.5,132.1688,-0.21319347098464111,0.14239962255304547,0.0655569002388055,-0.017168550280833982
52.0,117.4635,-0.18236133979801497,0.20435242345849675,0.13232667165669074,-0.08841607411783574
52.5,114.3753,-0.19844717435008985,0.18726907514565952,0.15213592086817213,0.15814007780957778
53.0,120.5567,-0.22238485220744006,0.11871577864113687,0.01160084689936018,0.2173978297020807
53.5,127.4548,-0.20925030482915535,0.1317550537789453,-0.0654123492341186,0.1925292827790437
54.0,131.9243,-0.2046194460198893,0.14797766987051114,-0.07825725066782095,0.40306884223472417
54.5,130.9499,-0.22170617143279464,0.10449820724382779,-0.21610065674571463,0.21320935172142855
55.0,128.1022,-0.18188519986723498,0.18631425193997564,-0.17558205362608445,0.0746234771920277
55.5,132.7633,-0.18810581039028948,0.19814482562417457,-0.12517424608428368,0.21854325323737292
56.0,142.6698,-0.19570699507380124,0.17853895463359581,-0.17599240355626922,0.28817745565844827
56.5,146.4246,-0.1945815072067066,0.17716536100545266,-0.24179687252971974,0.19510251950595364
57.0,136.7073,-0.1783359670478565,0.21819423625836787,-0.22583892333071762,0.07935228890448255
57.5,126.5151,-0.16354745052422098,0.2661584683085821,-0.17478048451339045,0.010518021162001703
58.0,126.7257,-0.16216801409311435,0.2846673625273912,-0.13601780092353105,0.06828378604577807
58.5,130.0435,-0.17498651068698814,0.2619548022268513,-0.19209750820470906,-0.09078923963455277
59.0,133.434,-0.14908953589088061,0.32215705894420793,-0.14527187996221072,-0.20605184600041782
59.5,131.5183,-0.14407111991240304,0.3587570260094223,-0.05936077274429137,0.07726190010559834
60.0,128.1165,-0.18039429770695908,0.2843778922806389,-0.18672395880887713,0.17366778211155828
60.5,132.0071,-0.16092294347278477,0.31183565907250765,-0.2657531907129633,0.12769048904379102
61.0,136.4302,-0.1489007803929801,0.3590753639775228,-0.2548515153767578,0.31244242163737523
61.5,135.1173,-0.1383492051143905,0.3905963826353365,-0.29050788422903423,0.11865712845947061
62.0,133.4865,-0.112766163324404,0.4729801253006312,-0.18532417574388332,0.06698219191095714
62.5,126.579,-0.09873963816008409,0.5343561669637205,-0.036999285617968926,0.15195786752499826
63.0,117.4232,-0.11837870922968895,0.5160102822950856,-0.01831388154596431,-0.024166737824441415
63.5,115.111,-0.10248378640916153,0.568536015463861,0.11442940191136755,-0.016089599944793736
64.0,117.7214,-0.11012028762587282,0.5774409292269835,0.2017770953678618,-0.10847736035117078
64.5,117.969,-0.09898729314355953,0.628414909879848,0.36684471202837254,0.19593961051604777
65.0,113.7379,-0.1590961460009295,0.5095482099869996,0.2311558799078616,0.15257740232964764
65.5,109.6584,-0.1311693825952499,0.563016201759055,0.2812669344085092,0.14959240548491656
66.0,111.3263,-0.13952156977960814,0.5780518726749286,0.3718607120088769,0.5016311226211352
66.5,112.4859,-0.18856842227952045,0.4758505394531885,0.25506234907310105,0.4382782513078107
67.0,110.4119,-0.1621047986216794,0.522114238979094,0.2691771277017517,0.4149682208153435
67.5,116.0804,-0.18628407503736025,0.5012406559094873,0.3022825860837321,0.5153635901254868
68.0,123.3309,-0.1916206548607646,0.48747852844454076,0.2937034536972191,0.5636214741702529
68.5,122.8796,-0.2040144740115198,0.4737913851163513,0.29673577844548066,0.7921333272363396
69.0,116.0727,-0.23729511993326596,0.4005017688543211,0.18030469803702248,0.6137351808197937
69.5,106.2609,-0.20066595210309146,0.48151630897063613,0.25945355124753494,0.357428028658606
70.0,96.1085,-0.20638210620463598,0.5079170165085263,0.40689690463836165,0.5675677372370155
70.5,95.7374,-0.253476173322441,0.41220997608798365,0.33636057351595594,0.4923625549158947
71.0,104.0096,-0.23500274593120185,0.44571324158677866,0.38341224451187267,0.4824993046603465
71.5,113.6124,-0.2598577215544121,0.4147091941142189,0.41917983367864525,0.627401976404695
72.0,121.9733,-0.27317903450884795,0.3836573629630855,0.39114401643114977,0.4814722294950127
72.5,137.4215,-0.2750913204113868,0.3864079913610224,0.42019844625208325,0.3399297508359684
73.0,150.9977,-0.2848037076977283,0.37971933088177395,0.48851482904096505,0.44965611968118663
73.5,154.6507,-0.31310447447519707,0.3199122430922857,0.4304174816169391,0.5393827959052612
74.0,161.4018,-0.33632765503329676,0.25828433689468283,0.3206109223965389,0.49541953646926334
74.5,164.5368,-0.33861778859707425,0.2506615254008004,0.284532128432409,0.4889200591067157
75.0,163.1318,-0.3398492871245517,0.2489152203386751,0.25340774689272505,0.4239622999841337
75.5,162.7848,-0.3615160682411283,0.20761527933400833,0.1920348673773941,0.4609974409294901
76.0,164.0136,-0.37452934872883714,0.16831075950476115,0.08340644162799513,0.24049457886491232
76.5,169.51,-0.36634313906019955,0.18857924148934446,0.07901437241651836,0.09306757128238377
77.0,168.6209,-0.3723407568118141,0.18498617390825664,0.08819596238827783,0.22515515502055744
77.5,160.319,-0.39990871874405143,0.12469738835410718,-0.010940495467798595,0.2867995675028395
78.0,161.1705,-0.39685095509862844,0.11888827958270125,-0.0819759858458984,0.22516279406063466
78.5,165.5121,-0.39844812100158056,0.1243115747445166,-0.10083571231853254,0.19354783171692827
79.0,168.1813,-0.3998029910987007,0.12465629458066095,-0.12352514847371326,0.13909303617192054
79.5,172.1002,-0.4158077066278372,0.09207199454266735,-0.20450429774227652,-0.1593138006842736
80.0,173.8018,-0.379536686571046,0.1782567033427286,-0.06853728715215066,0.05198556715602625
80.5,172.5808,-0.4321525084407987,0.08273498034033204,-0.1614462708714999,0.3095552428143568
81.0,174.1424,-0.4416111785548084,0.03226780337039914,-0.34132228431740175,0.02183019068052733
81.5,179.6368,-0.3935179323639414,0.14457863365451062,-0.2283122417625294,-0.06499102594605018
82.0,182.7545,-0.4165700351319861,0.12754606145755704,-0.17526011692246643,0.009950570886196235
82.5,178.8987,-0.4206193077703091,0.11227205740096989,-0.19952153424090552,-0.15629021850198693
83.0,174.8204,-0.4118647451191837,0.1418438158064625,-0.12790059565074227,-0.21184518346000322
83.5,173.2545,-0.4155324075253002,0.15485003176228954,-0.014367575886035284,0.03813348817347417
84.0,169.6958,-0.4570130928971166,0.06405988602292524,-0.13106507630501293,0.02892899259406507
84.5,163.9664,-0.43487027484361424,0.10261795833299336,-0.10154117372682409,0.09378969535525765
85.0,163.2978,-0.4569566502792852,0.07622522868035714,-0.11404930444440696,0.24255823127217802
85.5,164.4599,-0.4571944257357707,0.06731870854066736,-0.17156591471059388,0.10637507506641214
86.0,162.6404,-0.4320090294892563,0.13674968271033972,-0.0639199804010003,-0.015204347244747925
86.5,158.5864,-0.4385604710887351,0.15665605835612767,0.0825142862968387,0.06539022504833458
87.0,156.2107,-0.4406533930028349,0.16090692294935074,0.1681422895163397,-0.08232660878848469
87.5,149.0273,-0.4398715278070593,0.18779886183136693,0.3315349143687543,-0.05760088702259049
88.0,146.8655,-0.47613138539350025,0.1301154262041997,0.391884440359792,0.28990587644773635
88.5,153.7692,-0.5111463835580462,0.0365383887025191,0.23238435536423208,0.08270349263771999
89.0,150.9278,-0.4819767288753763,0.10456477916013028,0.31684122099931905,0.30512968494761733
89.5,143.112,-0.5038895383053491,0.07536191467528898,0.29746818494668054,0.15587253997156783
90.0,140.9937,-0.5066296396615354,0.07852459809271378,0.32051607239010693,0.12908478519021546
90.5,139.8721,-0.5241876383948461,0.047862385890909694,0.29875168853087625,0.07477254126112753
91.0,139.3116,-0.5243011602873078,0.0571003591066998,0.35201750856922986,0.04781460332759363
91.5,147.4258,-0.5447508202107386,0.023875728006673234,0.34256096211234915,0.15123205049692753
92.0,154.7191,-0.5602856650595226,-0.010806172614890572,0.2879121667279069,-0.03262793865604951
92.5,157.9601,-0.5491594134140718,0.0231016538388982,0.3357030231802321,-0.19027596032740193
93.0,159.0326,-0.5484515273640109,0.04809033572135812,0.4306490852562812,0.03401327852697687
93.5,151.9767,-0.6017961031772121,-0.057834673182630664,0.3086530804167867,0.27871941933123984
94.0,142.561,-0.6204201818762826,-0.12227623517547069,0.09616493470224433,0.06308275779620799
94.5,137.2446,-0.5844725622626221,-0.041030033494492094,0.1214817559076951,-0.06925417985912263
95.0,136.6586,-0.5868299718145689,-0.009923934152055912,0.2058598512400644,0.08716906852568405
95.5,146.5105,-0.6273542036957441,-0.0914880177000563,0.08893820834158266,0.03038631563256094
96.0,165.174,-0.6127718746486186,-0.0673765237855616,0.06964443474936106,-0.1421704064376759
96.5,175.4643,-0.6084569292736141,-0.03134786902980746,0.14649825177208048,-0.1119125914205218
97.0,174.1216,-0.6201931126573237,-0.04290043950411226,0.15124038368491405,-0.20879042065798387
97.5,170.296,-0.6107982001980294,-0.008811883830953538,0.23016095088286,-0.19625063699568374
98.0,167.3881,-0.6503762160388235,-0.07348315376479478,0.19726947328877154,-0.31433009374660065
98.5,165.0566,-0.6170412401732654,-0.003576554708950442,0.2998439433452011,-0.24011166887293778
99.0,165.3373,-0.6578442562155924,-0.058186338504386655,0.3069792873638274,0.02488241513039716
99.5,168.6293,-0.6824905858860715,-0.1266174328112244,0.1950480025033491,0.025954529091488168
100.0,168.8141,-0.6733875883375143,-0.10322414570828316,0.20280755578282553,0.17898106687050067
100.5,163.9184,-0.6966625010360109,-0.14157073741275436,0.16924511025048494,0.38984410223724175
101.0,166.9844,-0.7118531305796146,-0.17992518916348785,0.08548764930330609,0.4866923317449975
101.5,177.6563,-0.7080671159193204,-0.16991299825621903,0.08608468641401236,0.5777179875760104
102.0,176.2309,-0.7268098939225739,-0.1997656438968272,0.0701829001136829,0.5922853304899128
102.5,163.5213,-0.7244145446855234,-0.1955206457906295,0.07697863589270017,0.47362141745007247
103.0,158.6109,-0.7264231985558489,-0.18422380068443717,0.1583913268356246,0.4939775391170772
103.5,158.002,-0.7402810207565729,-0.20533225991026713,0.1977651994254204,0.38740111845019476
104.0,153.415,-0.7439691270459711,-0.20507232008424311,0.2668350173045635,0.4634451801283435
104.5,149.3501,-0.7766226848464656,-0.2721310569017947,0.23682736633474988,0.569696559660167
105.0,146.111,-0.7813584572410729,-0.29374373825160077,0.2213222007908753,0.5888738451227158
105.5,149.957,-0.802800106568272,-0.3386395595897994,0.1850425782232289,0.6582555308972966
106.0,151.8526,-0.8129632267709398,-0.373738898179068,0.13850344688665991,0.47995381722530295
106.5,154.2238,-0.8059076992202328,-0.3548344133845824,0.21149436929847973,0.4298847604189016
107.0,163.0738,-0.8397221050011421,-0.42583353469988705,0.1958316945196631,0.3455686006896921
107.5,168.4547,-0.8330792087680737,-0.42354732211396084,0.261037920871118,0.3844652348954571
108.0,169.1026,-0.8728852218694996,-0.5080666095761311,0.22696206321379409,0.49119550167995707
108.5,170.1794,-0.8851954252210225,-0.5625964854061547,0.15815034513380535,0.21529774391183315
109.0,168.1739,-0.8703583561555976,-0.5321508508644097,0.25444137530006067,0.050814443966384355
109.5,165.1522,-0.8875768227389212,-0.560994235970119,0.3544928906291841,0.18153760851341832
110.0,161.8653,-0.926856062751751,-0.6607063013631659,0.2982921217579115,0.227233789170013
110.5,157.2667,-0.9458084535342035,-0.736643909173033,0.1782449748176166,0.18685252427746707
111.0,154.5526,-0.9501055464220972,-0.761690095757948,0.16019247500706107,0.34673258696589665
111.5,154.7029,-0.9911673195816246,-0.872838825774818,-0.02088930728684986,0.36282621459773284
112.0,159.7991,-1.0,-0.9443708928066579,-0.28551056360419746,0.29552676781650933
112.5,165.9915,-0.9169533190191649,-0.7813465408108308,-0.1658531840566898,-0.015046214064730981
113.0,170.9606,-0.9315629626569348,-0.7718271880572961,-0.030240804743797086,0.20217610725909402
113.5,172.9985,-0.9728843398191096,-0.8931605821448806,-0.21179130370085136,0.07716978224314784
114.0,168.8475,-0.9317827769833742,-0.8326661035233186,-0.21181614914870267,-0.09350477793218014
114.5,165.5537,-0.921145868664675,-0.7981880945512031,-0.15106972615973585,-0.10268154935526254
115.0,163.0848,-0.9088652991796605,-0.7777138851979277,-0.14202503976968497,-0.1645081260824079
115.5,164.4733,-0.9059281205336055,-0.7727294046035156,-0.15583102362940024,-0.2700412342490876
116.0,169.0314,-0.8941266317233321,-0.7507865913205145,-0.1343391700306476,-0.2634191850326523
116.5,167.3194,-0.8892211867280649,-0.7461664728351791,-0.17023172903853825,-0.24313823086395228
117.0,161.6779,-0.8819506036573307,-0.7346542978356444,-0.18247242649604284,-0.25853825927223734
117.5,163.1856,-0.8742536349679976,-0.7191612660025559,-0.16853282036402212,-0.4145933238097163
118.0,169.2544,-0.8450127642993588,-0.6517765934892767,-0.047340372036379724,-0.2928770085870434
118.5,171.7847,-0.854743326109166,-0.6625572368773962,-0.0034388966129095906,-0.003445762702983551
119.0,174.183,-0.8843723001267996,-0.7423111397450394,-0.14307698520528236,-0.037376881235504464
119.5,173.5115,-0.8481144224019386,-0.6856879944894916,-0.14809364344006004,-0.17015636795873276
120.0,148.5362,-0.8179310157681703,-0.6015875413177436,-0.007742026963921081,-0.10521452934006839
120.5,115.5881,-0.8348643478832398,-0.6259093744258521,0.011014345473575755,0.07145892469544696
121.0,103.0388,-0.8430963116623604,-0.6614235440344983,-0.06772776865579914,0.11732290280727488
121.5,98.5948,-0.8227675545854296,-0.6248109778859903,-0.054081400802784,0.12690172039546016
122.0,90.5139,-0.808416905120545,-0.5851540684573303,0.014725086781334914,0.35670680140875954
122.5,82.6219,-0.8228622138538247,-0.6189332025384414,-0.032478213266891105,0.49320130538200946
123.0,78.1834,-0.8059517078072908,-0.59226289713728,-0.02068299227134648,0.5831548252361209
123.5,76.0237,-0.8069657450346649,-0.5909617886354027,-0.026256512240425755,0.7018293793204029
124.0,74.1655,-0.7973232419853004,-0.5779977130497205,-0.040208421191177346,0.6871700933447391
124.5,72.8312,-0.7940185143643803,-0.5708047381175662,-0.05505407839430392,0.5719679818367498
125.0,71.9289,-0.7734688537741488,-0.5241335235818446,0.009418936663356355,0.6912446562168346
125.5,67.2671,-0.783151919213837,-0.5419215573367792,-0.015619762565100958,0.8657035773340821
126.0,64.0922,-0.7847689096933989,-0.5579669841834267,-0.10206735131498315,0.8574407426963687
126.5,72.452,-0.7644778702875318,-0.5169907488136942,-0.10392855056410498,0.9034406038520835
127.0,79.0045,-0.7547213920274768,-0.4911699987394969,-0.11023804781264065,0.7603258484120575
127.5,72.0641,-0.7324737454841583,-0.43707312669912457,-0.05499456299313185,0.5565212283694798
128.0,65.695,-0.7086575932831828,-0.36684596783855583,0.0900869281216029,0.6449012639426117
128.5,68.4655,-0.7215554637440307,-0.3824844726332534,0.12111008876520556,0.586508757965147
129.0,71.227,-0.7119646898593335,-0.36110640952322304,0.1764952747509257,0.6381437984566529
129.5,69.5186,-0.7045715216186592,-0.34027895850243284,0.21519842655109023,0.5802154624883744
130.0,69.8647,-0.6898221856673508,-0.2949332752689687,0.3107223912810259,0.6412170561814543
130.5,70.8521,-0.7033556874250162,-0.3196778869261088,0.27958273218515034,0.5585411560490245
131.0,70.8549,-0.6809707715043302,-0.27120483218758196,0.34476697391807115,0.6120706934675045
131.5,69.7958,-0.6966390919573143,-0.29532960946253084,0.3172345521967169,0.6891160289484378
132.0,68.1668,-0.692648582391252,-0.2975330451789826,0.27161708216012004,0.6370694696169527
132.5,64.5255,-0.6896817698662793,-0.29207212946360206,0.2308413964520482,0.5069289087996938
133.0,62.282,-0.6640392799867201,-0.23551687926278528,0.282626870856496,0.2800158359496364
133.5,64.1448,-0.6606422953012528,-0.21143478782054198,0.3498303585401702,0.2699075493561144
134.0,64.4479,-0.6690778564706432,-0.23423657847735602,0.3145853786878156,0.02778313844929122
134.5,60.5439,-0.6447377759133344,-0.18018774847955915,0.3995446720408015,0.03138792495477942
135.0,53.4199,-0.6628762277442207,-0.2115116790163867,0.3775165238021218,0.17575737821446508
135.5,44.158,-0.6635641588391625,-0.23069816912598462,0.28908413532968263,0.0957807095563665
136.0,41.0851,-0.6515246859148492,-0.2080133194055682,0.26676602682899925,0.1640963860388018
136.5,45.7929,-0.6453121052121757,-0.1972224164380467,0.24314026158205662,0.2160773327214164
137.0,50.5644,-0.6442464612034939,-0.19837765395782997,0.18764602296928495,0.0917795784319933
137.5,52.3085,-0.6275776535396884,-0.1661021455564585,0.19984529982423588,0.03441883947193999
138.0,55.2334,-0.6285484951292841,-0.16582944719871742,0.19413981242407247,-0.09971750464864881
138.5,56.7296,-0.6048904154078543,-0.1168166782826584,0.26162128917193084,-0.10444237888478104
139.0,58.3828,-0.6187856482175131,-0.13888068000700812,0.2673088654506987,0.1310009579634481
139.5,61.3916,-0.6368774144407754,-0.19916412259202687,0.1218618903122471,0.08113899407363638
140.0,62.9739,-0.6097463958143422,-0.15629401842463225,0.0886537610048558,0.1199150044472151
140.5,58.3866,-0.6020264110314788,-0.13837535276371732,0.059230455738794485,-0.048400959919275705
141.0,51.9215,-0.5899918461793718,-0.11023035031757142,0.07750730962661766,-0.10827844485413055
141.5,50.5314,-0.5860863078035738,-0.10565254136708181,0.07098200797785509,-0.10007857897115761
142.0,50.322,-0.5887814363610155,-0.11493580783727628,0.046087735392293466,-0.14208568330085278
142.5,52.5072,-0.5771990776461657,-0.10047235795109746,0.029845449776184134,-0.16185349103985602
143.0,58.1793,-0.5662287637287559,-0.07607973246859183,0.06393137097425247,-0.01175121422670586
143.5,61.7105,-0.5696696380525114,-0.08764784014352896,0.03842722197519687,0.08666346888174283
144.0,60.259,-0.5593244836896553,-0.07613424787260342,0.015704893064053916,0.12376137635123202
144.5,57.3934,-0.5529379871203602,-0.06501386396016479,0.011940961249586277,0.18169157710299044
145.0,53.0406,-0.5477754287966722,-0.06046784525173703,-0.011000376280747678,0.08204163133057277
145.5,48.9964,-0.534063053765575,-0.03569167088818202,0.00973496978019052,-0.0002073329663402075
146.0,44.3629,-0.5264562388486448,-0.01936625337423545,0.05236456377491797,0.06524112612240951
146.5,43.7776,-0.5313106302870547,-0.037135795428041594,0.03087550681097479,0.06013792389667368
147.0,51.705,-0.5261540787902081,-0.03768483709562783,0.021780067125817114,0.21895850177802773
147.5,57.2441,-0.5306736220654409,-0.0606705023983722,-0.04149129156805106,0.2833692933325863
148.0,54.2387,-0.5258652821462442,-0.06566942212237868,-0.10098354152775571,0.3338743963200618
148.5,48.4571,-0.5144222605685612,-0.05653764469376358,-0.15439781964193522,0.15917470808685868
